,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
73,The March data increased confidence among economists and investors that robust hiring and rising wages can continue to coexist while inflation eases.,https://www.nytimes.com/2024/04/05/business/economy/jobs-report-march-2024.html,,"Another month, another burst of better-than-expected job gains.",The New York Times,"U.S. Employers Added 303,000 Jobs in 39th Straight Month of Growth",2024-04-05 09:35:34+00:00,general_mkt,"('unemployment', 'labor market')"
74,"The U.S. job market continues to ease off its red-hot pace, a government report shows, but there are still more openings than unemployed workers.",https://www.nytimes.com/2023/04/04/business/economy/february-jolts-jobs-report.html,,"Demand for workers in the United States eased in February, a sign that the red-hot labor market continues to cool off somewhat.",The New York Times,Job Openings Fell in February as Labor Market’s Slow Cool-Down Continued,2023-04-04 14:29:32+00:00,general_mkt,"('unemployment', 'labor market')"
75,"Amid the pandemic, people thought the labor market had permanently changed in important ways. It was a bad bet.",https://www.nytimes.com/2023/07/19/business/economy/pandemic-labor-market-myths.html,,"Remember the “she-cession”? What about the early-retirement wave, or America’s army of quiet quitters?",The New York Times,The Pandemic’s Labor Market Myths,2023-07-19 15:00:10+00:00,general_mkt,"('unemployment', 'labor market')"
76,"March data showed a cooling labor market, but layoffs remain low. The overall trend is likely to be welcomed by Federal Reserve policymakers.",https://www.nytimes.com/2024/05/01/business/economy/jolts-job-openings-hires-quits.html,,"The red-hot labor market cooled somewhat in March, government data showed on Wednesday.",The New York Times,Job Openings and Hiring Are at a 3-Year Ebb,2024-05-01 15:20:35+00:00,general_mkt,"('unemployment', 'labor market')"
77,Employers appear to be responding to rising interest rates and a slowing economy by reducing open positions.,https://www.nytimes.com/2022/08/02/business/economy/job-openings-june.html,,"The number of job openings fell for the third consecutive month in June, a sign that the red-hot U.S. labor market may be starting to cool off.",The New York Times,"Job openings fell in June, suggesting that the labor market is cooling.",2022-08-02 14:28:36+00:00,general_mkt,"('unemployment', 'labor market')"
78,"Government data for October shows the labor market is still strong, though cooling slightly.",https://www.nytimes.com/2022/11/30/business/economy/jolts-jobs-layoffs.html,,"Employers continued to pull back in October on the number of jobs they were looking to fill, the latest sign that the labor market is strong but gradually cooling.",The New York Times,"Job Openings Ease, but Layoffs Are Little Changed",2022-11-30 16:25:56+00:00,general_mkt,"('unemployment', 'labor market')"
79,"Vacancies fell to 8.8 million, the lowest level since March 2021.",https://www.nytimes.com/2023/08/29/business/economy/job-openings-layoffs-jolts.html,,"The number of job openings continued to drop in July, the Labor Department reported Tuesday, another sign that the U.S. labor market is losing its momentum.",The New York Times,Job Openings Dropped in July as Labor Market Cooled,2023-08-29 14:45:41+00:00,general_mkt,"('unemployment', 'labor market')"
80,"U.S. employers added 353,000 jobs in January, far exceeding forecasts, and revised figures showed last year was even stronger than previously reported.",https://www.nytimes.com/2024/02/02/business/economy/jobs-report-january-2024.html,,"The United States produced an unexpectedly sizable batch of jobs last month, a boon for American workers that shows the labor market retains remarkable strength after three years of expansion.",The New York Times,Job Market Starts 2024 With a Bang,2024-02-02 10:30:17+00:00,general_mkt,"('unemployment', 'labor market')"
81,Japan’s improved labor force participation for women is a reminder not to assume that job market limits are clear and finite.,https://www.nytimes.com/2024/03/19/business/economy/japan-labor-market-women-participation.html,,"Japan’s economy has rocketed into the headlines this year as inflation returns for the first time in decades, workers win wage gains and the Bank of Japan raises interest rates for the first time in 17 years.",The New York Times,Japan’s Labor Market Has a Lesson for the Fed: Women Can Surprise You,2024-03-19 15:27:44+00:00,general_mkt,"('unemployment', 'labor market')"
82,"Federal Reserve officials are tasked with fostering “full employment.” At least for now, some see the labor market as uncomfortably tight.",https://www.nytimes.com/2022/04/01/business/economy/jobs-fed-full-employment.html,,"Federal Reserve officials are tasked with fostering “full employment,” and while it has been difficult to guess what that means as the economy recovers from huge job losses at the start of the pandemic, March hiring data seemed likely to reaffirm to policymakers that the labor market is running hot.",The New York Times,The Fed eyes a hot labor market as unemployment nears prepandemic levels.,2022-04-01 09:01:01+00:00,general_mkt,"('unemployment', 'labor market')"
83,"The economy added 311,000 jobs in February despite higher interest rates. But hourly earnings rose more slowly as the pool of available workers grew.",https://www.nytimes.com/2023/03/10/business/economy/jobs-report-february-2023.html,,"The labor market continued its energetic expansion in February, extending a hotter-than-expected streak that has created abundant job opportunities while frustrating the Federal Reserve in its drive to contain stubborn inflation.",The New York Times,"U.S. Employers Keep Hiring, but Signs of Easing Are Seen",2023-03-10 10:00:24+00:00,general_mkt,"('unemployment', 'labor market')"
84,The ratio of open jobs to available unemployed workers fell to the lowest level since October 2021.,https://www.nytimes.com/2023/05/02/business/economy/economy-jobs-jolts.html,,"Job openings in March fell to 9.6 million, the Labor Department reported on Tuesday, the lowest level in two years and a further indication that the slowdown in the labor market is becoming more entrenched. It was the third straight month that job openings have declined, a notable development after last year, when job openings bounced around month to month.",The New York Times,Job Openings Slipped in March as Labor Market Continued Cooling,2023-05-02 14:44:52+00:00,general_mkt,"('unemployment', 'labor market')"
85,The decline in new virus cases and the relaxation of restrictions in some places seem to have relieved pressure on employers.,https://www.nytimes.com/2021/02/04/business/unemployment-claims.html,,"The American economy has shaken off the worst of the recent layoff surge, government figures indicated Thursday, but the job market remains daunting.",The New York Times,"Unemployment Claims Fall, but Labor Market Remains Turbulent",2021-02-04 12:09:39+00:00,general_mkt,"('unemployment', 'labor market')"
86,"With Covid prompting more employers to consider remote arrangements, employment has soared among adults with disabilities.",https://www.nytimes.com/2022/10/25/business/economy/labor-disabilities.html,,The strong late-pandemic labor market is giving a lift to a group often left on the margins of the economy: workers with disabilities.,The New York Times,"For Disabled Workers, a Tight Labor Market Opens New Doors",2022-10-25 14:36:11+00:00,general_mkt,"('unemployment', 'labor market')"
87,"The number of U.S. positions available was 11.3 million in May, the second straight monthly decline.",https://www.nytimes.com/2022/07/06/business/economy/job-openings-labor-market.html,,Employers became slightly less desperate for workers in May as job openings declined for the second straight month from a record high in March.,The New York Times,"Job openings eased, in a sign of the cooling labor market.",2022-07-06 15:04:19+00:00,general_mkt,"('unemployment', 'labor market')"
88,"Lael Brainard, a Federal Reserve governor, argued that the job market was not tight, and John C. Williams, the president of the New York Fed, said it had “a long way to go.”",https://www.nytimes.com/2021/09/27/business/economy/fed-labor-market-interest-rates.html,,"Top Federal Reserve officials emphasized on Monday that the labor market was far from completely healed, underlining that the central bank will need to see considerably more progress before it will feel ready to raise interest rates.",The New York Times,Top Fed officials say the labor market needs more time to heal.,2021-09-27 18:59:19+00:00,general_mkt,"('unemployment', 'labor market')"
89,"Men ages 35 to 44 are staging a lackluster rebound from pandemic job loss, despite a strong economy.",https://www.nytimes.com/2022/12/02/business/economy/job-market-middle-aged-men.html,,"For the past five months Paul Rizzo, 38, has been delivering food and groceries through the DoorDash app. But he spent the first half of 2022 earning no paycheck at all — reflecting a surprising trend among middle-aged men.",The New York Times,Why Are Middle-Aged Men Missing From the Labor Market?,2022-12-02 10:00:24+00:00,general_mkt,"('unemployment', 'labor market')"
90,"After scrambling to fill out work forces in recent years, many companies are reporting more modest goals for temporary employment.",https://www.nytimes.com/2023/10/13/business/economy/retail-seasonal-hiring.html,,"As the most important selling season for retailers approaches, job applicants may feel a chill.",The New York Times,Retailers’ Seasonal Hiring Plans Signal a Cooling Labor Market,2023-10-13 09:03:00+00:00,general_mkt,"('unemployment', 'labor market')"
91,"Hiring was largely unchanged, and the number of workers quitting their jobs increased. The data will be watched closely by Federal Reserve policymakers.",https://www.nytimes.com/2023/07/06/business/economy/jolts-jobs-openings-layoffs.html,,"Job openings fell in May while the number of workers quitting their jobs increased, the Labor Department reported Thursday.",The New York Times,"Job Openings Dipped in May, a Sign of Continued Cooling",2023-07-06 14:40:02+00:00,general_mkt,"('unemployment', 'labor market')"
92,"Government data from November showed job openings remained high, with rates of quitting and layoffs holding steady.",https://www.nytimes.com/2023/01/04/business/economy/jolts-jobs-layoffs.html,,"The labor market remained a key source of strength for households and the overall economy ahead of the holiday season, even as hiring struggles remained a headache for employers, the latest government data indicates.",The New York Times,Labor Market Strength Persisted Heading Into the Holidays,2023-01-04 16:20:19+00:00,general_mkt,"('unemployment', 'labor market')"
93,"Even with the Fed raising interest rates, employers are still eager to hire.",https://www.nytimes.com/2022/08/30/business/economy/jolts-jobs-economy.html,,"Demand for workers remained strong in July, a sign that the U.S. labor market remains vibrant even as the Federal Reserve tries to cool the economy by raising interest rates.",The New York Times,"Job Openings Picked Up in July, Showing the Labor Market Remains Hot",2022-08-30 17:35:54+00:00,general_mkt,"('unemployment', 'labor market')"
94,"Time magazine, The Washington Post and The Los Angeles Times — owned by Marc Benioff, Jeff Bezos and Dr. Patrick Soon-Shiong — are still losing money.",https://www.nytimes.com/2024/01/18/business/media/billionaires-news-media-owners.html,,"There’s an old saying about the news business: If you want to make a small fortune, start with a large one.",The New York Times,Billionaires Wanted to Save the News Industry. They’re Losing a Fortune.,2024-01-18 17:51:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
95,"The European Central Bank expects to bring down inflation, with a big caveat: Companies need to let profits fall as they pay for higher wages.",https://www.nytimes.com/2023/06/29/business/europe-inflation-wages-corporate-profits.html,,"The eurozone’s inflation challenge is moving into a new phase, where the driver of domestic price pressures is shifting from company profits to wages, officials at the European Central Bank said this week as they tried to lay the groundwork for a long period of high interest rates.",The New York Times,Europe’s Inflation Issue Moves Into a New Phase: From Profits to Wages,2023-06-29 15:39:00+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
96,The automaker reaffirmed its forecast for earnings for the full year.,https://www.nytimes.com/2022/07/26/business/general-motors-earnings.html,,General Motors is now being squeezed by inflation as well as a global computer chip shortage.,The New York Times,G.M. Profit Falls 40 Percent as Costs Rise and Chips Are Lacking,2022-07-26 11:10:24+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
97,"The company also announced a new U.S. battery factory and said it would stop production of its top-selling electric car, the Chevrolet Bolt.",https://www.nytimes.com/2023/04/25/business/gm-earnings-first-quarter.html,,"General Motors on Tuesday reported an 18.5 percent drop in profits in the first quarter, mainly because of the cost of job cuts and slowing new-vehicle sales in China. The company also announced that it would build a fourth battery factory in the United States while retiring the electric car that accounts for most of its sales in that category.",The New York Times,G.M.’s Profits Fell 18.5% in the First Quarter,2023-04-25 10:31:05+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
98,"From motels to spa treatments, the industry has often used Indigenous imagery to gain a sense of authenticity. Amid an ongoing national conversation around race, will that change?",https://www.nytimes.com/2021/08/03/travel/travel-native-american.html,,"John Gunderman believed his vision for a campground with 70 tepees, 12 hogans and 43 Conestoga wagons in the Arizona desert off Route 66 would “invoke nostalgia that transcends to every generation.”",The New York Times,Is Travel Next in the Fight Over Who Profits From Native American Culture?,2021-08-03 09:00:27+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
99,"The company has 222 million customers, with 67 million in the U.S., and expects to add 8.5 million subscribers in the December quarter.",https://www.nytimes.com/2021/10/19/business/media/netlix-earnings-q3-2021.html,,"It’s been a tale of two Netflixes over the last few weeks, as a long-anticipated Dave Chappelle special drew sharp condemnations from staffers and critics alike and as the South Korean sleeper hit “Squid Game” became a global sensation, making it the streamer’s most-watched series to date. (Both detail a grim view of the world.)",The New York Times,Netflix beats estimates and expects even better results thanks to hits like ‘Squid Game.’,2021-10-19 20:45:28+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
100,"Interest in new iPhones and services such as music and cloud storage powered the quarter, but other businesses, such as Mac sales, slowed significantly.",https://www.nytimes.com/2023/11/02/technology/apple-earnings.html,,"At a time when the tech industry’s biggest companies are rebounding from a post-pandemic dip, Apple is suffering through its most prolonged sales slump in more than a decade.",The New York Times,Apple’s Sales Drop Slightly While Profit Is Up 11 Percent,2023-11-02 20:59:20+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
101,Oil prices have climbed in recent months and are now roughly where they were before the pandemic’s full force was felt.,https://www.nytimes.com/2021/04/30/business/exxon-mobil-chevron-profit.html,,"Exxon Mobil and Chevron, the two biggest oil companies in the United States, on Friday reported their first quarterly profits after several quarters of losses, signaling that the energy industry is rebounding from the coronavirus pandemic.",The New York Times,Exxon Mobil and Chevron report first quarterly profits after several losses.,2021-04-30 12:33:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
102,"Three large U.S. airlines have reported strong quarterly sales and profits in recent days because of strong demand, high fares and relatively low fuel prices.",https://www.nytimes.com/2023/07/20/business/airlines-profits-summer-travel.html,,"Summer travel is off to a roaring start, with little sign of a slowdown on the horizon. And airline executives say they are doing all they can to keep up, including contending with bad weather and congestion in the skies and on the ground.",The New York Times,Airlines Are Thriving as People Keep Traveling,2023-07-20 17:55:51+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
103,"The company continues to lean on customers’ appetite for apps and services, as demand for its devices weakens.",https://www.nytimes.com/2024/05/02/technology/apple-earnings-china.html,,"Difficulties have been piling up for Apple. In recent months, it has been sued by the Justice Department, fined by European regulators and challenged by the resurgence of a Chinese smartphone competitor.",The New York Times,Apple Reports Decline in Sales and Profit Amid iPhone Struggles in China,2024-05-02 21:04:45+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
104,"The bank reported lower quarterly profits, but it expects to earn significantly more money later this year from rising interest rates.",https://www.nytimes.com/2022/04/18/business/bank-of-america-is-confident-in-the-economy-even-as-its-profits-declined.html,,Bank of America joined its peers in reporting lower profits for the first three months of the year but is keeping its optimistic economic outlook even as other lending giants have turned more cautious.,The New York Times,Bank of America is confident in the economy even as its profits declined.,2022-04-18 15:17:22+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
105,The electric car company made $1 billion in the second quarter as its revenue roughly doubled from the same period a year earlier.,https://www.nytimes.com/2021/07/26/business/tesla-2nd-quarter-earnings.html,,Tesla on Monday reported a big increase in profit for the three months ending in June because it sold more than twice as many cars in the period as it did a year earlier.,The New York Times,Tesla reports a big jump in profit.,2021-07-26 19:46:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
106,"It was the first time the social media giant’s revenue had fallen since it went public a decade ago, as it confronts increased regulatory scrutiny and a turbulent economy.",https://www.nytimes.com/2022/07/27/technology/meta-earnings-revenue-decline.html,,"SAN FRANCISCO — For years, Facebook’s sales grew without fail and kept on growing, defying the laws of gravity even as the company was battered by scandals over privacy and misinformation.",The New York Times,Meta reports first revenue decline and a 36 percent profit drop.,2022-07-27 20:17:54+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
107,"It was a steep fall from last year’s record profit, but still enough for the company to introduce additional dividend payments and increase capital investment.",https://www.nytimes.com/2023/08/07/business/saudi-aramco-profit-report-oil.html,,"Saudi Aramco, the world’s largest energy company, on Monday reported a nearly 40 percent drop in profit for the second quarter, compared with a year ago, when high oil prices produced record earnings.",The New York Times,Saudi Aramco Reports $30 Billion in Profit for Latest Quarter,2023-08-07 11:41:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
108,"Coinbase has shown that a large, profitable and legal business can be built to service the growing groups of people who want to use the digital currencies.",https://www.nytimes.com/2021/08/10/technology/coinbase-q2-earnings.html,,"Coinbase, the cryptocurrency exchange, said on Tuesday that its quarterly revenue soared by more than 1,000 percent and profits skyrocketed nearly 4,900 percent from a year earlier, in its second earnings report as a publicly traded company.",The New York Times,Coinbase rides cryptomania to a $1.6 billion quarterly profit.,2021-08-10 21:46:38+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
109,The results easily topped analysts’ forecasts.,https://www.nytimes.com/2021/10/26/technology/google-profit-third-quarter.html,,"Google’s parent company, Alphabet, shrugged off any concerns about a downturn in online advertising with another quarter of blockbuster earnings, lifted by continued strong demand for ads on YouTube and steady growth at its cloud computing business.",The New York Times,Google’s profit and revenue soared in the third quarter.,2021-10-26 20:36:19+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
110,"The loans have ensnared hundreds of thousands of students, who aren’t protected by the same government safeguards carried by federal loans.",https://www.nytimes.com/2021/03/25/business/for-profit-colleges-private-loans.html,,"Kashia Campbell earned top grades from her patient care technician program at Florida Career College. So she was shocked to find that, upon graduation, she was blocked from the exam to get certified in the field.",The New York Times,Left in the Lurch by Private Loans From For-Profit Colleges,2021-03-25 13:00:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
111,"Lenders foresee economic “headwinds,” but household spending is mostly holding up, buffering profits from turmoil in financial markets.",https://www.nytimes.com/2022/10/14/business/bank-earnings-markets.html,,"Big banks are bracing for an economic slowdown but haven’t yet seen any major signs of trouble, as consumer spending remained strong despite the dent that market turbulence left in their latest quarterly profits.",The New York Times,"Big Banks’ Profits Drop, but Consumers Cushion the Blow",2022-10-14 19:03:17+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
112,"“Digital adoption curves aren’t slowing down,” Satya Nadella, Microsoft’s chief executive, said in a statement. “They’re accelerating.”",https://www.nytimes.com/2021/04/27/technology/microsoft-earnings-azure-xbox.html,,"Microsoft on Tuesday reported that its quarterly sales grew at one of its strongest rates in years, as the company was poised to cross $2 trillion in market value.",The New York Times,"Microsoft reports strongest quarterly growth in years, as profit also rises.",2021-04-27 21:05:18+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
113,The automaker reported a sharp drop in profits in the third quarter after slashing car prices by around 25 percent in an attempt to compete.,https://www.nytimes.com/2023/10/18/business/tesla-third-quarter-earnings.html,,"Tesla’s profit slumped in the third quarter, disappointing Wall Street expectations, after the carmaker cut prices to maintain its dominance of the market for electric vehicles.",The New York Times,Tesla’s Profits Plunge 44% After Big Price Cuts,2023-10-18 20:16:26+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
114,"The Wall Street giant’s earnings fell by nearly 70 percent in its latest quarter, a steeper decline than its peers, as it set aside more money to cover sour loans.",https://www.nytimes.com/2023/01/17/business/goldman-sachs-earnings.html,,"Goldman Sachs, long the most envied firm on Wall Street, has stumbled into the New Year.",The New York Times,Goldman Sachs Lags Rivals as Profit Plunges,2023-01-17 13:45:05+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
115,"Alphabet initially was seen as vulnerable to the pandemic, but has come out of it stronger.",https://www.nytimes.com/2021/07/27/technology/alphabet-google-q2-earnings.html,,"Alphabet, Google’s parent company, just made in three months what it took until recently an entire year to earn. That is a level of growth that companies of its size rarely if ever achieve, but the pandemic has erased all the limits for tech firms.",The New York Times,Google’s profits soar as revenue rises 62 percent.,2021-07-27 22:37:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
116,"Google’s parent company reported earnings that were below analysts’ expectations, bringing in $13.9 billion in profit on $69.1 billion in sales.",https://www.nytimes.com/2022/10/25/technology/alphabet-google-q3-earnings.html,,"Even Alphabet, the parent company of Google and one of the internet’s most entrenched businesses, was not immune to the punishing blows of the global economy and a sharp slowdown in the online advertising that is essential to the company’s profits.",The New York Times,Alphabet’s Profit Drops 27 Percent From a Year Earlier,2022-10-25 20:37:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
117,The carrier’s $68 million fourth-quarter profit was its first in two years without government aid.,https://www.nytimes.com/2022/01/27/business/southwest-airlines-earnings-4q-2021.html,,"Southwest Airlines on Thursday reported a $68 million profit for the final three months of last year as it struggled to shake off setbacks caused by the Omicron variant of the coronavirus, which has delayed the travel recovery and is expected to drag the airline to a loss in the first three months of this year.",The New York Times,Southwest Airlines posts a quarterly profit as it tries to shake off Omicron woes.,2022-01-27 13:23:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
118,The earnings by Google’s parent company were below analysts’ expectations of $17.5 billion in net profit on $69.9 billion in revenue.,https://www.nytimes.com/2022/07/26/business/alphabet-google-earnings.html,,"Google’s search engine business is demonstrating resilience in the face of a slowing economy and rising inflation, but its other businesses have not been able to escape a downturn in online advertising.",The New York Times,Alphabet’s profit dropped 14 percent in the second quarter.,2022-07-26 20:36:40+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
119,"The retailer said total revenue rose to $153 billion in its most recent quarter, up 0.5 percent from a year earlier.",https://www.nytimes.com/2022/02/17/business/walmart-earnings-4q-2021.html,,"Walmart navigated rising inflation and fickle consumer confidence in its fourth quarter, as sales rose and profit increased, beating analysts’ expectations.",The New York Times,Walmart profits grow as consumers continue to spend.,2022-02-17 13:47:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
120,"The company’s $8.5 billion profit beat expectations, rounding out a series of bumper reports by the biggest Western oil companies.",https://www.nytimes.com/2022/08/02/business/bp-profit-oil.html,,"BP, one of the world’s largest oil companies, easily beat expectations for second-quarter profit on Tuesday as high prices and constrained supply drove up earnings for energy companies.",The New York Times,BP is the latest oil giant to report a huge quarterly profit.,2022-08-02 08:41:13+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
121,The electric carmaker had to close an important factory in Shanghai because of China’s efforts to stamp out a coronavirus outbreak.,https://www.nytimes.com/2022/04/20/business/tesla-first-quarter-earnings.html,,"Tesla said on Wednesday that it made a $3.3 billion profit in the first three months of the year, up from $438 million a year earlier and the biggest quarterly profit since the company’s creation. But Tesla also said it expected its factories to run below capacity for the rest of 2022.",The New York Times,"Tesla’s profits jumped in the first quarter, but challenges loom.",2022-04-20 20:34:10+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
122,"The automaker also reported a big jump in revenue, to $13.8 billion from $8.8 billion a year ago, as sales of the Model Y continue to rise.",https://www.nytimes.com/2021/10/20/business/tesla-earnings.html,,"Tesla made $1.6 billion in the three months ending in September, the second quarter in a row that its profit has exceeded the billion-dollar mark.",The New York Times,Tesla’s quarterly profit nearly quintuples to $1.6 billion as car sales surge.,2021-10-20 20:09:33+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
123,"Investors were closely watching business spending with the company’s cloud computing division, which grew 12 percent in the most recent quarter.",https://www.nytimes.com/2023/10/26/technology/amazon-quarterly-report.html,,"Amazon reported solid quarterly sales on Thursday, showing that corporations and consumers are spending as inflation has eased.",The New York Times,Amazon Revenue Jumps as Consumer and Business Spending Improves,2023-10-26 20:48:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
124,Nestlé and Procter & Gamble reported resilient earnings as they brought in more money from selling fewer goods.,https://www.nytimes.com/2022/10/19/business/consumer-nestle-procter-gamble.html,,"Nestlé and Procter & Gamble, two of the world’s largest consumer-facing companies, continued to raise prices last quarter, generating higher sales even as shoppers, squeezed by inflation, cut back on the amount of cereal, yogurt, detergent and other goods they bought, the companies reported on Wednesday. Executives also said that the prices would remain high in the coming quarters.",The New York Times,Consumer Giants Keep Raising Prices as Profits Come Under Pressure,2022-10-19 15:08:52+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
125,The world’s largest maker of electric cars struggled with production problems in China.,https://www.nytimes.com/2022/07/20/business/tesla-earnings-elon-musk.html,,Tesla said Wednesday that profit in the second quarter fell nearly one-third from the first quarter as deliveries slowed because of shutdowns and raw materials shortages at the carmaker’s factory in Shanghai.,The New York Times,Tesla Profit Falls in Second Quarter as Supply Chain Problems Hurt,2022-07-20 20:46:42+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
126,"The Wall Street investment bank earned $3 billion in the second quarter, more than double the tally from a year earlier.",https://www.nytimes.com/2024/07/15/business/15goldman-sachs-profit.html,,Goldman Sachs on Monday reported a hefty jump in its quarterly profits as the company continued its climb out of a self-inflicted morass.,The New York Times,Goldman Sachs’s Revamp Takes Shape With Another Profit Haul,2024-07-15 14:25:20+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
127,A new rule will put the companies that own some for-profit schools on the hook if their campuses defraud students or close their doors.,https://www.nytimes.com/2022/03/22/business/for-profit-colleges-education-department.html,,The Education Department says it will hold companies that own certain private colleges financially responsible for taxpayers’ losses if their schools defraud students or abruptly shut down.,The New York Times,The Education Department says owners will have to pay if their colleges collapse.,2022-03-23 11:00:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
128,"One of the nation’s largest banks reported across-the-board strength in its latest quarter, with sales and earnings that surpassed analysts’ expectations.",https://www.nytimes.com/2023/07/18/business/bank-of-america-earnings.html,,"Bank of America, one of the nation’s largest lenders, on Tuesday reported across-the-board strength in its latest quarter, with sales and profit that surpassed analysts’ expectations, like the three megabanks that reported their earnings last week.",The New York Times,Bank of America Reports Profit Jump on Higher Interest Rates,2023-07-18 12:38:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
129,"Companies’ rising profit margins could be contributing to persistent inflation, a European Central Bank policymaker says.",https://www.nytimes.com/2023/03/31/business/company-profit-inflation-europe.html,,"After months of fretting about whether workers’ rising pay would keep inflation uncomfortably high, central bankers in Europe have another concern: large company profits.",The New York Times,Are Big Profits Keeping Prices High? Some Central Bankers Are Concerned.,2023-03-31 13:19:52+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
130,"Bank of America, Wells Fargo, Morgan Stanley, Citigroup and JPMorgan Chase have all reported quarterly profits that beat analysts’ expectations.",https://www.nytimes.com/2021/10/14/business/bofa-wells-fargo-earnings.html,,"Experts are warning that U.S. economic growth may be easing. But as far as the country’s biggest banks are concerned, the recovery is going just fine.",The New York Times,The big banks are bullish about the recovery.,2021-10-14 11:29:10+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
131,"Larry Fink’s latest annual letter to corporate America clarifies, and defends, his approach to social and environmental issues at the world’s largest money manager.",https://www.nytimes.com/2022/01/17/business/dealbook/larry-fink-blackrock-letter.html,,"Laurence D. Fink, the founder and chief executive of the investment giant BlackRock, has become one of the most influential voices in business over the past decade in pushing corporate leaders to think beyond profits, to their social purpose.",The New York Times,"It’s Not ‘Woke’ for Businesses to Think Beyond Profit, BlackRock Chief Says",2022-01-18 04:00:05+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
132,The first-quarter results are likely to fuel worries that competitors will continue grabbing a bigger slice of a market dealing with slowing electric car sales.,https://www.nytimes.com/2024/04/23/business/tesla-earnings-first-quarter-elon-musk.html,,"Tesla reported on Tuesday that it made significantly less money in the first three months of the year because of its tepid car sales, reinforcing concern among investors that the company led by Elon Musk is losing ground in the market for electric vehicles.",The New York Times,"Tesla’s Profit Fell 55%, Adding to Concerns About Its Strategy",2024-04-23 15:31:54+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
133,"Britain is raising a tax on gas and oil producers, and adding a levy on companies that supply electricity — a similar approach to that of other governments chasing revenue.",https://www.nytimes.com/2022/11/18/business/economy/windfall-taxes.html,,"Major oil and gas companies have raked in multibillion-dollar profits at unheard-of levels. Households around the world are reeling from soaring energy prices, while governments are struggling with outsize spending and slowing economic growth.",The New York Times,Will Taxing the Windfall Profits of Oil Giants Fix Countries’ Economies?,2022-11-18 05:00:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
134,Revenue at Fox Corporation dropped as fewer viewers tuned into the company’s cable channels and the Fox broadcast network. The company also announced the acquisition of OutKick Media.,https://www.nytimes.com/2021/05/05/business/media/fox-corporation-earnings-acquires-outkick.html,,"Fox News, the cable news giant controlled by Rupert Murdoch, kept its parent company flush in the first three months of the year, notching a slight gain in profit and sales despite a drop in viewers.",The New York Times,Fox News keeps profits flowing at Murdoch’s Fox Corporation.,2021-05-05 22:08:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
135,"The investment bank reported a profit half as large as its rival Morgan Stanley, to say nothing of larger lenders.",https://www.nytimes.com/2023/07/19/business/goldman-sachs-profit.html,,"Goldman Sachs on Wednesday reported quarterly profit that fell short of even dampened expectations, another reminder of the troubles facing one of Wall Street’s premier names.",The New York Times,Steep Profit Fall at Goldman Sachs Highlights Wall St. Giant’s Woes,2023-07-19 12:17:34+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
